Volumename,nii_path
train_1057_a_1.nii.gz,/mnt/hwfile/medai/zhangxiaoman/DATA/CT-RATE/dataset/train_preprocessed/train_1057/train_1057a/train_1057_a_1.nii.gz
train_1058_a_1.nii.gz,/mnt/hwfile/medai/zhangxiaoman/DATA/CT-RATE/dataset/train_preprocessed/train_1058/train_1058a/train_1058_a_1.nii.gz
train_1059_a_1.nii.gz,/mnt/hwfile/medai/zhangxiaoman/DATA/CT-RATE/dataset/train_preprocessed/train_1059/train_1059a/train_1059_a_1.nii.gz
train_105_a_1.nii.gz,/mnt/hwfile/medai/zhangxiaoman/DATA/CT-RATE/dataset/train_preprocessed/train_105/train_105a/train_105_a_1.nii.gz
train_105_b_1.nii.gz,/mnt/hwfile/medai/zhangxiaoman/DATA/CT-RATE/dataset/train_preprocessed/train_105/train_105b/train_105_b_1.nii.gz
train_1060_a_1.nii.gz,/mnt/hwfile/medai/zhangxiaoman/DATA/CT-RATE/dataset/train_preprocessed/train_1060/train_1060a/train_1060_a_1.nii.gz
train_1061_a_1.nii.gz,/mnt/hwfile/medai/zhangxiaoman/DATA/CT-RATE/dataset/train_preprocessed/train_1061/train_1061a/train_1061_a_1.nii.gz
train_1062_a_1.nii.gz,/mnt/hwfile/medai/zhangxiaoman/DATA/CT-RATE/dataset/train_preprocessed/train_1062/train_1062a/train_1062_a_1.nii.gz
train_1063_a_1.nii.gz,/mnt/hwfile/medai/zhangxiaoman/DATA/CT-RATE/dataset/train_preprocessed/train_1063/train_1063a/train_1063_a_1.nii.gz
train_1064_a_1.nii.gz,/mnt/hwfile/medai/zhangxiaoman/DATA/CT-RATE/dataset/train_preprocessed/train_1064/train_1064a/train_1064_a_1.nii.gz
train_1065_a_1.nii.gz,/mnt/hwfile/medai/zhangxiaoman/DATA/CT-RATE/dataset/train_preprocessed/train_1065/train_1065a/train_1065_a_1.nii.gz
train_1066_a_1.nii.gz,/mnt/hwfile/medai/zhangxiaoman/DATA/CT-RATE/dataset/train_preprocessed/train_1066/train_1066a/train_1066_a_1.nii.gz
train_1067_a_1.nii.gz,/mnt/hwfile/medai/zhangxiaoman/DATA/CT-RATE/dataset/train_preprocessed/train_1067/train_1067a/train_1067_a_1.nii.gz
train_1068_a_1.nii.gz,/mnt/hwfile/medai/zhangxiaoman/DATA/CT-RATE/dataset/train_preprocessed/train_1068/train_1068a/train_1068_a_1.nii.gz
train_1069_a_1.nii.gz,/mnt/hwfile/medai/zhangxiaoman/DATA/CT-RATE/dataset/train_preprocessed/train_1069/train_1069a/train_1069_a_1.nii.gz
train_1069_b_1.nii.gz,/mnt/hwfile/medai/zhangxiaoman/DATA/CT-RATE/dataset/train_preprocessed/train_1069/train_1069b/train_1069_b_1.nii.gz
train_1069_c_1.nii.gz,/mnt/hwfile/medai/zhangxiaoman/DATA/CT-RATE/dataset/train_preprocessed/train_1069/train_1069c/train_1069_c_1.nii.gz
train_1069_d_1.nii.gz,/mnt/hwfile/medai/zhangxiaoman/DATA/CT-RATE/dataset/train_preprocessed/train_1069/train_1069d/train_1069_d_1.nii.gz
train_1069_e_1.nii.gz,/mnt/hwfile/medai/zhangxiaoman/DATA/CT-RATE/dataset/train_preprocessed/train_1069/train_1069e/train_1069_e_1.nii.gz
train_106_a_1.nii.gz,/mnt/hwfile/medai/zhangxiaoman/DATA/CT-RATE/dataset/train_preprocessed/train_106/train_106a/train_106_a_1.nii.gz
train_1070_a_1.nii.gz,/mnt/hwfile/medai/zhangxiaoman/DATA/CT-RATE/dataset/train_preprocessed/train_1070/train_1070a/train_1070_a_1.nii.gz
train_1071_a_1.nii.gz,/mnt/hwfile/medai/zhangxiaoman/DATA/CT-RATE/dataset/train_preprocessed/train_1071/train_1071a/train_1071_a_1.nii.gz
train_1072_a_1.nii.gz,/mnt/hwfile/medai/zhangxiaoman/DATA/CT-RATE/dataset/train_preprocessed/train_1072/train_1072a/train_1072_a_1.nii.gz
train_1073_a_1.nii.gz,/mnt/hwfile/medai/zhangxiaoman/DATA/CT-RATE/dataset/train_preprocessed/train_1073/train_1073a/train_1073_a_1.nii.gz
train_1074_a_1.nii.gz,/mnt/hwfile/medai/zhangxiaoman/DATA/CT-RATE/dataset/train_preprocessed/train_1074/train_1074a/train_1074_a_1.nii.gz
train_1074_b_1.nii.gz,/mnt/hwfile/medai/zhangxiaoman/DATA/CT-RATE/dataset/train_preprocessed/train_1074/train_1074b/train_1074_b_1.nii.gz
train_1075_a_1.nii.gz,/mnt/hwfile/medai/zhangxiaoman/DATA/CT-RATE/dataset/train_preprocessed/train_1075/train_1075a/train_1075_a_1.nii.gz
train_1076_a_1.nii.gz,/mnt/hwfile/medai/zhangxiaoman/DATA/CT-RATE/dataset/train_preprocessed/train_1076/train_1076a/train_1076_a_1.nii.gz
train_1077_a_1.nii.gz,/mnt/hwfile/medai/zhangxiaoman/DATA/CT-RATE/dataset/train_preprocessed/train_1077/train_1077a/train_1077_a_1.nii.gz
train_1078_a_1.nii.gz,/mnt/hwfile/medai/zhangxiaoman/DATA/CT-RATE/dataset/train_preprocessed/train_1078/train_1078a/train_1078_a_1.nii.gz
train_1078_b_1.nii.gz,/mnt/hwfile/medai/zhangxiaoman/DATA/CT-RATE/dataset/train_preprocessed/train_1078/train_1078b/train_1078_b_1.nii.gz
train_1078_c_1.nii.gz,/mnt/hwfile/medai/zhangxiaoman/DATA/CT-RATE/dataset/train_preprocessed/train_1078/train_1078c/train_1078_c_1.nii.gz
train_1079_a_1.nii.gz,/mnt/hwfile/medai/zhangxiaoman/DATA/CT-RATE/dataset/train_preprocessed/train_1079/train_1079a/train_1079_a_1.nii.gz
train_107_a_1.nii.gz,/mnt/hwfile/medai/zhangxiaoman/DATA/CT-RATE/dataset/train_preprocessed/train_107/train_107a/train_107_a_1.nii.gz
train_107_b_1.nii.gz,/mnt/hwfile/medai/zhangxiaoman/DATA/CT-RATE/dataset/train_preprocessed/train_107/train_107b/train_107_b_1.nii.gz
train_107_c_1.nii.gz,/mnt/hwfile/medai/zhangxiaoman/DATA/CT-RATE/dataset/train_preprocessed/train_107/train_107c/train_107_c_1.nii.gz
train_1080_a_1.nii.gz,/mnt/hwfile/medai/zhangxiaoman/DATA/CT-RATE/dataset/train_preprocessed/train_1080/train_1080a/train_1080_a_1.nii.gz
train_1081_a_1.nii.gz,/mnt/hwfile/medai/zhangxiaoman/DATA/CT-RATE/dataset/train_preprocessed/train_1081/train_1081a/train_1081_a_1.nii.gz
train_1082_a_1.nii.gz,/mnt/hwfile/medai/zhangxiaoman/DATA/CT-RATE/dataset/train_preprocessed/train_1082/train_1082a/train_1082_a_1.nii.gz
train_1083_a_1.nii.gz,/mnt/hwfile/medai/zhangxiaoman/DATA/CT-RATE/dataset/train_preprocessed/train_1083/train_1083a/train_1083_a_1.nii.gz
train_1084_a_1.nii.gz,/mnt/hwfile/medai/zhangxiaoman/DATA/CT-RATE/dataset/train_preprocessed/train_1084/train_1084a/train_1084_a_1.nii.gz
train_1085_a_1.nii.gz,/mnt/hwfile/medai/zhangxiaoman/DATA/CT-RATE/dataset/train_preprocessed/train_1085/train_1085a/train_1085_a_1.nii.gz
train_1086_a_1.nii.gz,/mnt/hwfile/medai/zhangxiaoman/DATA/CT-RATE/dataset/train_preprocessed/train_1086/train_1086a/train_1086_a_1.nii.gz
train_1087_a_1.nii.gz,/mnt/hwfile/medai/zhangxiaoman/DATA/CT-RATE/dataset/train_preprocessed/train_1087/train_1087a/train_1087_a_1.nii.gz
train_1088_a_1.nii.gz,/mnt/hwfile/medai/zhangxiaoman/DATA/CT-RATE/dataset/train_preprocessed/train_1088/train_1088a/train_1088_a_1.nii.gz
train_1089_a_1.nii.gz,/mnt/hwfile/medai/zhangxiaoman/DATA/CT-RATE/dataset/train_preprocessed/train_1089/train_1089a/train_1089_a_1.nii.gz
train_108_a_1.nii.gz,/mnt/hwfile/medai/zhangxiaoman/DATA/CT-RATE/dataset/train_preprocessed/train_108/train_108a/train_108_a_1.nii.gz
train_1090_a_1.nii.gz,/mnt/hwfile/medai/zhangxiaoman/DATA/CT-RATE/dataset/train_preprocessed/train_1090/train_1090a/train_1090_a_1.nii.gz
train_1091_a_1.nii.gz,/mnt/hwfile/medai/zhangxiaoman/DATA/CT-RATE/dataset/train_preprocessed/train_1091/train_1091a/train_1091_a_1.nii.gz
train_1092_a_1.nii.gz,/mnt/hwfile/medai/zhangxiaoman/DATA/CT-RATE/dataset/train_preprocessed/train_1092/train_1092a/train_1092_a_1.nii.gz
train_1093_a_1.nii.gz,/mnt/hwfile/medai/zhangxiaoman/DATA/CT-RATE/dataset/train_preprocessed/train_1093/train_1093a/train_1093_a_1.nii.gz
train_1094_a_1.nii.gz,/mnt/hwfile/medai/zhangxiaoman/DATA/CT-RATE/dataset/train_preprocessed/train_1094/train_1094a/train_1094_a_1.nii.gz
train_1095_a_1.nii.gz,/mnt/hwfile/medai/zhangxiaoman/DATA/CT-RATE/dataset/train_preprocessed/train_1095/train_1095a/train_1095_a_1.nii.gz
train_1096_a_1.nii.gz,/mnt/hwfile/medai/zhangxiaoman/DATA/CT-RATE/dataset/train_preprocessed/train_1096/train_1096a/train_1096_a_1.nii.gz
train_1097_a_1.nii.gz,/mnt/hwfile/medai/zhangxiaoman/DATA/CT-RATE/dataset/train_preprocessed/train_1097/train_1097a/train_1097_a_1.nii.gz
train_1098_a_1.nii.gz,/mnt/hwfile/medai/zhangxiaoman/DATA/CT-RATE/dataset/train_preprocessed/train_1098/train_1098a/train_1098_a_1.nii.gz
train_1099_a_1.nii.gz,/mnt/hwfile/medai/zhangxiaoman/DATA/CT-RATE/dataset/train_preprocessed/train_1099/train_1099a/train_1099_a_1.nii.gz
train_109_a_1.nii.gz,/mnt/hwfile/medai/zhangxiaoman/DATA/CT-RATE/dataset/train_preprocessed/train_109/train_109a/train_109_a_1.nii.gz
train_10_a_1.nii.gz,/mnt/hwfile/medai/zhangxiaoman/DATA/CT-RATE/dataset/train_preprocessed/train_10/train_10a/train_10_a_1.nii.gz
train_1100_a_1.nii.gz,/mnt/hwfile/medai/zhangxiaoman/DATA/CT-RATE/dataset/train_preprocessed/train_1100/train_1100a/train_1100_a_1.nii.gz
train_1101_a_1.nii.gz,/mnt/hwfile/medai/zhangxiaoman/DATA/CT-RATE/dataset/train_preprocessed/train_1101/train_1101a/train_1101_a_1.nii.gz
train_1101_b_1.nii.gz,/mnt/hwfile/medai/zhangxiaoman/DATA/CT-RATE/dataset/train_preprocessed/train_1101/train_1101b/train_1101_b_1.nii.gz
train_1102_a_1.nii.gz,/mnt/hwfile/medai/zhangxiaoman/DATA/CT-RATE/dataset/train_preprocessed/train_1102/train_1102a/train_1102_a_1.nii.gz
train_1103_a_1.nii.gz,/mnt/hwfile/medai/zhangxiaoman/DATA/CT-RATE/dataset/train_preprocessed/train_1103/train_1103a/train_1103_a_1.nii.gz
train_1104_a_1.nii.gz,/mnt/hwfile/medai/zhangxiaoman/DATA/CT-RATE/dataset/train_preprocessed/train_1104/train_1104a/train_1104_a_1.nii.gz
train_1105_a_1.nii.gz,/mnt/hwfile/medai/zhangxiaoman/DATA/CT-RATE/dataset/train_preprocessed/train_1105/train_1105a/train_1105_a_1.nii.gz
train_1106_a_1.nii.gz,/mnt/hwfile/medai/zhangxiaoman/DATA/CT-RATE/dataset/train_preprocessed/train_1106/train_1106a/train_1106_a_1.nii.gz
train_1106_b_1.nii.gz,/mnt/hwfile/medai/zhangxiaoman/DATA/CT-RATE/dataset/train_preprocessed/train_1106/train_1106b/train_1106_b_1.nii.gz
train_1107_a_1.nii.gz,/mnt/hwfile/medai/zhangxiaoman/DATA/CT-RATE/dataset/train_preprocessed/train_1107/train_1107a/train_1107_a_1.nii.gz
train_1108_a_1.nii.gz,/mnt/hwfile/medai/zhangxiaoman/DATA/CT-RATE/dataset/train_preprocessed/train_1108/train_1108a/train_1108_a_1.nii.gz
train_1109_a_1.nii.gz,/mnt/hwfile/medai/zhangxiaoman/DATA/CT-RATE/dataset/train_preprocessed/train_1109/train_1109a/train_1109_a_1.nii.gz
train_110_a_1.nii.gz,/mnt/hwfile/medai/zhangxiaoman/DATA/CT-RATE/dataset/train_preprocessed/train_110/train_110a/train_110_a_1.nii.gz
train_1110_a_1.nii.gz,/mnt/hwfile/medai/zhangxiaoman/DATA/CT-RATE/dataset/train_preprocessed/train_1110/train_1110a/train_1110_a_1.nii.gz
train_1111_a_1.nii.gz,/mnt/hwfile/medai/zhangxiaoman/DATA/CT-RATE/dataset/train_preprocessed/train_1111/train_1111a/train_1111_a_1.nii.gz
train_1112_a_1.nii.gz,/mnt/hwfile/medai/zhangxiaoman/DATA/CT-RATE/dataset/train_preprocessed/train_1112/train_1112a/train_1112_a_1.nii.gz
train_1113_a_1.nii.gz,/mnt/hwfile/medai/zhangxiaoman/DATA/CT-RATE/dataset/train_preprocessed/train_1113/train_1113a/train_1113_a_1.nii.gz
train_1114_a_1.nii.gz,/mnt/hwfile/medai/zhangxiaoman/DATA/CT-RATE/dataset/train_preprocessed/train_1114/train_1114a/train_1114_a_1.nii.gz
train_1115_a_1.nii.gz,/mnt/hwfile/medai/zhangxiaoman/DATA/CT-RATE/dataset/train_preprocessed/train_1115/train_1115a/train_1115_a_1.nii.gz
train_1116_a_1.nii.gz,/mnt/hwfile/medai/zhangxiaoman/DATA/CT-RATE/dataset/train_preprocessed/train_1116/train_1116a/train_1116_a_1.nii.gz
train_1117_a_1.nii.gz,/mnt/hwfile/medai/zhangxiaoman/DATA/CT-RATE/dataset/train_preprocessed/train_1117/train_1117a/train_1117_a_1.nii.gz
train_1117_b_1.nii.gz,/mnt/hwfile/medai/zhangxiaoman/DATA/CT-RATE/dataset/train_preprocessed/train_1117/train_1117b/train_1117_b_1.nii.gz
train_1118_a_1.nii.gz,/mnt/hwfile/medai/zhangxiaoman/DATA/CT-RATE/dataset/train_preprocessed/train_1118/train_1118a/train_1118_a_1.nii.gz
train_1118_b_1.nii.gz,/mnt/hwfile/medai/zhangxiaoman/DATA/CT-RATE/dataset/train_preprocessed/train_1118/train_1118b/train_1118_b_1.nii.gz
train_1118_c_1.nii.gz,/mnt/hwfile/medai/zhangxiaoman/DATA/CT-RATE/dataset/train_preprocessed/train_1118/train_1118c/train_1118_c_1.nii.gz
train_1119_a_1.nii.gz,/mnt/hwfile/medai/zhangxiaoman/DATA/CT-RATE/dataset/train_preprocessed/train_1119/train_1119a/train_1119_a_1.nii.gz
train_1119_b_1.nii.gz,/mnt/hwfile/medai/zhangxiaoman/DATA/CT-RATE/dataset/train_preprocessed/train_1119/train_1119b/train_1119_b_1.nii.gz
train_111_a_1.nii.gz,/mnt/hwfile/medai/zhangxiaoman/DATA/CT-RATE/dataset/train_preprocessed/train_111/train_111a/train_111_a_1.nii.gz
train_1120_a_1.nii.gz,/mnt/hwfile/medai/zhangxiaoman/DATA/CT-RATE/dataset/train_preprocessed/train_1120/train_1120a/train_1120_a_1.nii.gz
train_1121_a_1.nii.gz,/mnt/hwfile/medai/zhangxiaoman/DATA/CT-RATE/dataset/train_preprocessed/train_1121/train_1121a/train_1121_a_1.nii.gz
train_1121_b_1.nii.gz,/mnt/hwfile/medai/zhangxiaoman/DATA/CT-RATE/dataset/train_preprocessed/train_1121/train_1121b/train_1121_b_1.nii.gz
train_1122_a_1.nii.gz,/mnt/hwfile/medai/zhangxiaoman/DATA/CT-RATE/dataset/train_preprocessed/train_1122/train_1122a/train_1122_a_1.nii.gz
train_1123_a_1.nii.gz,/mnt/hwfile/medai/zhangxiaoman/DATA/CT-RATE/dataset/train_preprocessed/train_1123/train_1123a/train_1123_a_1.nii.gz
